parent,child,lambda_val,child_size
500,501,1.4394439718905139,5
500,502,1.4394439718905139,495
501,337,12.217194428724802,1
501,327,12.217194428724802,1
501,336,12.217194428724802,1
501,338,12.217194428724802,1
501,363,12.217194428724802,1
502,67,1.6571064647839837,1
502,68,1.7441698128084289,1
502,2,1.7498795793430542,1
502,64,1.7611918397641797,1
502,1,1.7859251833169463,1
502,365,1.8170751566637553,1
502,284,1.8421720419167373,1
502,457,1.8525583095631988,1
502,351,1.8642540988418346,1
502,503,1.896730706996734,10
502,504,1.896730706996734,476
503,446,2.14829608893953,1
504,156,1.9207187194787123,1
503,49,3.895587843848581,1
504,505,1.938271658662078,82
504,506,1.938271658662078,393
503,355,4.514413245417916,1
505,369,2.0381320367198086,1
506,162,1.938271658662078,1
503,44,4.819786625526976,1
505,318,2.4882146983566225,1
506,94,1.9824116034909838,1
503,48,5.598853202567186,1
505,358,3.0099426337754895,1
506,475,1.9824116034909838,1
503,26,5.6241866345778435,1
503,29,5.6241866345778435,1
503,38,5.6241866345778435,1
503,28,5.6241866345778435,1
503,172,5.6241866345778435,1
505,507,3.11265598389426,28
505,508,3.11265598389426,51
506,108,2.0022282519351573,1
507,33,3.9774146090222326,1
508,509,3.220264723222939,31
508,510,3.220264723222939,20
506,346,2.0225706063700826,1
507,511,4.353055892313163,12
507,512,4.353055892313163,15
509,247,3.220264723222939,1
510,164,3.410486271157691,1
506,513,2.0241857090464985,96
506,514,2.0241857090464985,292
511,171,4.353055892313163,1
512,163,4.353055892313163,1
509,144,3.644114607689765,1
509,329,3.644114607689765,1
509,244,3.644114607689765,1
509,361,3.644114607689765,1
510,233,4.0662754248383415,1
513,414,2.0241857090464985,1
514,442,2.0338168775956835,1
511,471,4.589750275999431,1
512,34,5.250778853633927,1
509,515,4.249200286584546,18
509,516,4.249200286584546,8
510,236,4.401716690172904,1
513,373,2.381918317927405,1
514,262,2.101747852613242,1
511,460,4.589750275999431,1
512,160,5.665443624377958,1
515,225,4.249200286584546,1
516,221,4.884703604174243,1
516,206,4.884703604174243,1
516,403,4.884703604174243,1
516,214,4.884703604174243,1
516,238,4.884703604174243,1
516,223,4.884703604174243,1
516,237,4.884703604174243,1
516,230,4.884703604174243,1
510,231,4.7406981672507245,1
513,371,2.381918317927405,1
514,404,2.110568679591853,1
511,455,4.891321167978225,1
512,466,6.138334176942705,1
515,472,4.472955825079117,1
510,228,4.771597028135951,1
513,27,2.690825662900932,1
514,441,2.1356366371581132,1
511,459,5.357001546115494,1
512,150,6.671003908482115,1
515,456,4.568478585254924,1
510,235,4.849713129921877,1
513,473,2.846765844020266,1
514,30,2.1418340846727038,1
511,468,7.482869870063706,1
512,166,6.676900198000818,1
512,169,6.676900198000818,1
512,167,6.676900198000818,1
515,226,5.2519063845071425,1
510,517,5.526948377480202,9
510,518,5.526948377480202,5
513,519,3.005042481878217,36
513,520,3.005042481878217,55
514,250,2.14531489120266,1
511,463,10.41354458623803,1
512,153,7.268451065691185,1
515,13,5.296005606699833,1
517,174,7.547585240864204,1
518,248,5.793161026789428,1
518,234,5.793161026789428,1
518,245,5.793161026789428,1
518,464,5.793161026789428,1
518,243,5.793161026789428,1
519,310,3.130727841775771,1
520,421,3.3593949396467506,1
514,452,2.1945075096421074,1
511,453,10.445939569552444,1
511,462,10.445939569552444,1
511,454,10.445939569552444,1
511,458,10.445939569552444,1
511,461,10.445939569552444,1
512,152,7.268451065691185,1
515,227,5.50797369896853,1
517,173,7.5614803905532035,1
519,293,3.6935278590103002,1
520,423,3.550482787399405,1
514,493,2.2112569097543897,1
512,165,8.158486363919733,1
512,39,8.158486363919733,1
512,474,8.158486363919733,1
512,469,8.158486363919733,1
512,158,8.158486363919733,1
515,249,6.062472048811741,1
517,431,7.6506162017529755,1
519,276,3.8697010612728495,1
520,521,3.625415845517743,32
520,522,3.625415845517743,21
514,76,2.2200389898268886,1
515,246,6.886396059709816,1
517,159,7.940423219862634,1
519,279,3.8766790671337326,1
521,419,3.625415845517743,1
522,408,3.8884140902596753,1
514,523,2.2261956549716513,6
514,524,2.2261956549716513,277
515,241,7.244551031055907,1
517,161,10.210303649341292,1
